datetime,hoursSinceStart,month,weekday,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,total
1/1/2011 22:00,22,1,7,1,0,0,2,16.4,20.455,94,15.0013,11,17,28
1/1/2011 23:00,23,1,7,1,0,0,2,18.86,22.725,88,19.9995,15,24,39
1/2/2011 0:00,24,1,1,1,0,0,2,18.86,22.725,88,19.9995,4,13,17
1/2/2011 1:00,25,1,1,1,0,0,2,18.04,21.97,94,16.9979,1,16,17
1/2/2011 2:00,26,1,1,1,0,0,2,17.22,21.21,100,19.0012,1,8,9
1/2/2011 3:00,27,1,1,1,0,0,2,18.86,22.725,94,12.998,2,4,6
1/2/2011 4:00,28,1,1,1,0,0,2,18.86,22.725,94,12.998,2,1,3
1/2/2011 6:00,29,1,1,1,0,0,3,17.22,21.21,77,19.9995,0,2,2
1/2/2011 7:00,30,1,1,1,0,0,2,16.4,20.455,76,12.998,0,1,1
1/2/2011 8:00,31,1,1,1,0,0,3,16.4,20.455,71,15.0013,0,8,8
1/2/2011 9:00,32,1,1,1,0,0,2,15.58,19.695,76,15.0013,1,19,20
1/2/2011 10:00,33,1,1,1,0,0,2,14.76,17.425,81,15.0013,7,46,53
1/2/2011 11:00,34,1,1,1,0,0,2,14.76,16.665,71,16.9979,16,54,70
1/2/2011 12:00,35,1,1,1,0,0,2,14.76,16.665,66,19.9995,20,73,93
1/2/2011 13:00,36,1,1,1,0,0,2,14.76,17.425,66,8.9981,11,64,75
1/2/2011 14:00,37,1,1,1,0,0,3,14.76,17.425,76,12.998,4,55,59
1/2/2011 15:00,38,1,1,1,0,0,3,13.94,16.665,81,11.0014,19,55,74
1/2/2011 16:00,39,1,1,1,0,0,3,13.94,16.665,71,11.0014,9,67,76
1/2/2011 17:00,40,1,1,1,0,0,1,13.94,16.665,57,12.998,7,58,65
1/2/2011 18:00,41,1,1,1,0,0,2,14.76,16.665,46,22.0028,10,43,53
1/2/2011 19:00,42,1,1,1,0,0,1,13.12,14.395,42,30.0026,1,29,30
1/2/2011 20:00,43,1,1,1,0,0,1,12.3,13.635,39,23.9994,5,17,22
1/2/2011 21:00,44,1,1,1,0,0,1,10.66,11.365,44,22.0028,11,20,31
1/2/2011 22:00,45,1,1,1,0,0,1,9.84,10.605,44,19.9995,0,9,9
1/2/2011 23:00,46,1,1,1,0,0,1,9.02,11.365,47,11.0014,0,8,8
1/3/2011 0:00,47,1,2,1,0,1,1,9.02,9.85,44,23.9994,0,5,5
1/3/2011 1:00,48,1,2,1,0,1,1,8.2,8.335,44,27.9993,0,2,2
1/3/2011 4:00,49,1,2,1,0,1,1,6.56,6.82,47,26.0027,0,1,1
1/3/2011 5:00,50,1,2,1,0,1,1,6.56,6.82,47,19.0012,0,3,3
1/3/2011 6:00,51,1,2,1,0,1,1,5.74,5.305,50,26.0027,0,30,30
1/3/2011 7:00,52,1,2,1,0,1,1,5.74,6.82,50,12.998,1,63,64
1/3/2011 8:00,53,1,2,1,0,1,1,5.74,6.06,50,19.0012,1,153,154
1/3/2011 9:00,54,1,2,1,0,1,1,6.56,6.82,43,26.0027,7,81,88
1/3/2011 10:00,55,1,2,1,0,1,1,7.38,8.335,43,16.9979,11,33,44
1/3/2011 11:00,56,1,2,1,0,1,1,8.2,9.09,40,22.0028,10,41,51
1/3/2011 12:00,57,1,2,1,0,1,1,9.02,10.605,35,19.9995,13,48,61
1/3/2011 13:00,58,1,2,1,0,1,1,9.84,10.605,35,19.0012,8,53,61
1/3/2011 14:00,59,1,2,1,0,1,1,10.66,12.12,30,19.0012,11,66,77
1/3/2011 15:00,60,1,2,1,0,1,1,10.66,12.12,30,16.9979,14,58,72
1/3/2011 16:00,61,1,2,1,0,1,1,10.66,12.12,30,16.9979,9,67,76
1/3/2011 17:00,62,1,2,1,0,1,1,9.84,11.365,30,15.0013,11,146,157
1/3/2011 18:00,63,1,2,1,0,1,1,9.84,12.88,32,7.0015,9,148,157
1/3/2011 19:00,64,1,2,1,0,1,1,8.2,12.88,47,0,8,102,110
1/3/2011 20:00,65,1,2,1,0,1,1,8.2,11.365,47,7.0015,3,49,52
1/3/2011 21:00,66,1,2,1,0,1,1,7.38,9.85,64,8.9981,3,49,52
1/3/2011 22:00,67,1,2,1,0,1,1,5.74,7.575,69,8.9981,0,20,20
1/3/2011 23:00,68,1,2,1,0,1,1,7.38,10.605,55,7.0015,1,11,12
1/4/2011 0:00,69,1,3,1,0,1,1,6.56,9.09,55,7.0015,0,5,5
1/4/2011 1:00,70,1,3,1,0,1,1,6.56,9.09,59,7.0015,0,2,2
1/4/2011 2:00,71,1,3,1,0,1,1,5.74,7.575,63,8.9981,0,1,1
1/4/2011 4:00,72,1,3,1,0,1,1,5.74,9.09,63,6.0032,0,2,2
1/4/2011 5:00,73,1,3,1,0,1,1,4.92,7.575,68,7.0015,0,4,4
1/4/2011 6:00,74,1,3,1,0,1,1,4.92,7.575,74,7.0015,0,36,36
1/4/2011 7:00,75,1,3,1,0,1,1,4.92,7.575,74,8.9981,2,92,94
1/4/2011 8:00,76,1,3,1,0,1,1,5.74,7.575,69,11.0014,2,177,179
1/4/2011 9:00,77,1,3,1,0,1,1,6.56,7.575,64,15.0013,2,98,100
1/4/2011 10:00,78,1,3,1,0,1,2,6.56,6.82,69,22.0028,5,37,42
1/4/2011 11:00,79,1,3,1,0,1,1,9.02,10.605,51,19.9995,7,50,57
1/4/2011 12:00,80,1,3,1,0,1,1,9.02,11.365,51,11.0014,12,66,78
1/4/2011 13:00,81,1,3,1,0,1,1,9.84,11.365,56,12.998,18,79,97
1/4/2011 14:00,82,1,3,1,0,1,1,10.66,12.88,52,15.0013,9,54,63
1/4/2011 15:00,83,1,3,1,0,1,1,11.48,13.635,52,16.9979,17,48,65
1/4/2011 16:00,84,1,3,1,0,1,1,12.3,14.395,49,16.9979,15,68,83
1/4/2011 17:00,85,1,3,1,0,1,1,11.48,13.635,48,15.0013,10,202,212
1/4/2011 18:00,86,1,3,1,0,1,1,10.66,12.88,48,12.998,3,179,182
1/4/2011 19:00,87,1,3,1,0,1,1,9.84,12.88,48,7.0015,2,110,112
1/4/2011 20:00,88,1,3,1,0,1,1,9.84,12.88,48,7.0015,1,53,54
1/4/2011 21:00,89,1,3,1,0,1,1,9.02,13.635,64,0,0,48,48
1/4/2011 22:00,90,1,3,1,0,1,1,9.02,12.88,64,6.0032,1,34,35
1/4/2011 23:00,91,1,3,1,0,1,1,8.2,11.365,69,6.0032,2,9,11
1/5/2011 0:00,92,1,4,1,0,1,1,8.2,12.88,64,0,0,6,6
1/5/2011 1:00,93,1,4,1,0,1,1,6.56,9.85,74,6.0032,0,6,6
1/5/2011 2:00,94,1,4,1,0,1,1,6.56,9.85,74,6.0032,0,2,2
1/5/2011 4:00,95,1,4,1,0,1,1,9.84,11.365,48,15.0013,0,2,2
1/5/2011 5:00,96,1,4,1,0,1,1,9.02,11.365,47,11.0014,0,3,3
1/5/2011 6:00,97,1,4,1,0,1,1,8.2,9.85,47,15.0013,0,33,33
1/5/2011 7:00,98,1,4,1,0,1,1,7.38,9.09,43,12.998,1,87,88
1/5/2011 8:00,99,1,4,1,0,1,1,8.2,9.09,40,19.9995,3,192,195
1/5/2011 9:00,100,1,4,1,0,1,1,9.02,9.85,37,22.0028,6,109,115
1/5/2011 10:00,101,1,4,1,0,1,1,9.02,9.85,37,22.0028,4,53,57
1/5/2011 11:00,102,1,4,1,0,1,1,10.66,11.365,33,22.0028,12,34,46
1/5/2011 12:00,103,1,4,1,0,1,1,10.66,11.365,33,22.0028,5,74,79
1/5/2011 13:00,104,1,4,1,0,1,1,11.48,12.88,30,19.9995,6,65,71
1/5/2011 14:00,105,1,4,1,0,1,1,12.3,14.395,28,12.998,10,52,62
1/5/2011 15:00,106,1,4,1,0,1,1,12.3,14.395,28,12.998,7,55,62
1/5/2011 16:00,107,1,4,1,0,1,1,12.3,15.91,28,6.0032,4,85,89
1/5/2011 17:00,108,1,4,1,0,1,1,9.84,11.365,38,12.998,4,186,190
1/5/2011 18:00,109,1,4,1,0,1,1,9.84,12.12,38,8.9981,3,166,169
1/5/2011 19:00,110,1,4,1,0,1,1,9.84,12.88,38,7.0015,5,127,132
1/5/2011 20:00,111,1,4,1,0,1,1,9.02,11.365,47,11.0014,7,82,89
1/5/2011 21:00,112,1,4,1,0,1,1,8.2,9.85,51,12.998,3,40,43
1/5/2011 22:00,113,1,4,1,0,1,1,7.38,9.85,55,8.9981,1,41,42
1/5/2011 23:00,114,1,4,1,0,1,1,8.2,12.88,47,0,1,18,19
1/6/2011 0:00,115,1,5,1,0,1,1,7.38,12.12,55,0,0,11,11
1/6/2011 1:00,116,1,5,1,0,1,1,6.56,11.365,64,0,0,4,4
1/6/2011 2:00,117,1,5,1,0,1,1,6.56,11.365,64,0,0,2,2
1/6/2011 4:00,118,1,5,1,0,1,2,6.56,9.85,64,6.0032,0,1,1
1/6/2011 5:00,119,1,5,1,0,1,2,5.74,9.09,69,6.0032,0,4,4
1/6/2011 6:00,120,1,5,1,0,1,2,5.74,8.335,63,7.0015,0,36,36
1/6/2011 7:00,121,1,5,1,0,1,2,6.56,11.365,59,0,0,95,95
1/6/2011 8:00,122,1,5,1,0,1,1,6.56,11.365,59,0,3,216,219
1/6/2011 9:00,123,1,5,1,0,1,2,7.38,12.12,51,0,6,116,122
1/6/2011 10:00,124,1,5,1,0,1,1,8.2,12.88,47,0,3,42,45
1/6/2011 11:00,125,1,5,1,0,1,1,9.02,12.88,44,6.0032,2,57,59
1/6/2011 12:00,126,1,5,1,0,1,1,10.66,14.395,35,0,6,78,84
1/6/2011 13:00,127,1,5,1,0,1,1,10.66,13.635,35,7.0015,12,55,67
1/6/2011 14:00,128,1,5,1,0,1,1,11.48,13.635,36,11.0014,11,59,70
1/6/2011 15:00,129,1,5,1,0,1,1,11.48,13.635,36,0,8,54,62
1/6/2011 16:00,130,1,5,1,0,1,1,10.66,12.88,38,11.0014,12,74,86
1/6/2011 17:00,131,1,5,1,0,1,1,9.02,11.365,51,11.0014,9,163,172
1/6/2011 18:00,132,1,5,1,0,1,1,9.02,11.365,51,8.9981,5,158,163
1/6/2011 19:00,133,1,5,1,0,1,1,9.02,12.88,55,6.0032,3,109,112
1/6/2011 20:00,134,1,5,1,0,1,1,8.2,10.605,51,11.0014,3,66,69
1/6/2011 21:00,135,1,5,1,0,1,2,9.02,10.605,55,15.0013,0,48,48
1/6/2011 22:00,136,1,5,1,0,1,2,9.02,10.605,51,19.0012,1,51,52
1/6/2011 23:00,137,1,5,1,0,1,2,8.2,9.85,59,12.998,4,19,23
1/7/2011 0:00,138,1,6,1,0,1,2,8.2,9.85,64,12.998,4,13,17
1/7/2011 1:00,139,1,6,1,0,1,2,8.2,9.85,69,15.0013,2,5,7
1/7/2011 2:00,140,1,6,1,0,1,2,8.2,9.85,69,15.0013,0,1,1
1/7/2011 4:00,141,1,6,1,0,1,2,8.2,10.605,69,8.9981,0,1,1
1/7/2011 5:00,142,1,6,1,0,1,3,9.02,13.635,55,0,0,5,5
1/7/2011 6:00,143,1,6,1,0,1,2,8.2,12.88,69,0,8,26,34
1/7/2011 7:00,144,1,6,1,0,1,1,8.2,10.605,69,8.9981,8,76,84
1/7/2011 8:00,145,1,6,1,0,1,1,8.2,9.85,51,16.9979,20,190,210
1/7/2011 9:00,146,1,6,1,0,1,1,8.2,9.09,47,19.9995,9,125,134
1/7/2011 10:00,147,1,6,1,0,1,1,9.02,9.85,37,22.0028,16,47,63
1/7/2011 11:00,148,1,6,1,0,1,2,8.2,9.85,40,15.0013,19,48,67
1/7/2011 12:00,149,1,6,1,0,1,2,8.2,9.85,37,16.9979,9,50,59
1/7/2011 13:00,150,1,6,1,0,1,2,8.2,9.09,37,19.0012,9,64,73
1/7/2011 14:00,151,1,6,1,0,1,2,8.2,9.85,40,16.9979,7,43,50
1/7/2011 15:00,152,1,6,1,0,1,2,8.2,10.605,37,11.0014,9,63,72
1/7/2011 16:00,153,1,6,1,0,1,2,8.2,10.605,37,11.0014,5,82,87
1/7/2011 17:00,154,1,6,1,0,1,2,8.2,12.88,37,0,9,178,187
1/7/2011 18:00,155,1,6,1,0,1,1,8.2,11.365,40,6.0032,7,116,123
1/7/2011 19:00,156,1,6,1,0,1,1,6.56,9.85,55,6.0032,3,92,95
1/7/2011 20:00,157,1,6,1,0,1,1,7.38,10.605,47,7.0015,1,50,51
1/7/2011 21:00,158,1,6,1,0,1,1,7.38,9.85,47,8.9981,0,39,39
1/7/2011 22:00,159,1,6,1,0,1,2,7.38,9.85,43,11.0014,2,34,36
1/7/2011 23:00,160,1,6,1,0,1,2,7.38,9.85,51,11.0014,1,14,15
1/8/2011 0:00,161,1,7,1,0,0,2,7.38,9.85,51,11.0014,1,24,25
1/8/2011 1:00,162,1,7,1,0,0,2,7.38,10.605,55,6.0032,1,15,16
1/8/2011 2:00,163,1,7,1,0,0,2,7.38,12.12,55,0,3,13,16
1/8/2011 3:00,164,1,7,1,0,0,3,7.38,9.85,55,11.0014,0,7,7
1/8/2011 4:00,165,1,7,1,0,0,3,7.38,9.85,55,11.0014,0,1,1
1/8/2011 5:00,166,1,7,1,0,0,2,6.56,8.335,74,11.0014,0,5,5
1/8/2011 6:00,167,1,7,1,0,0,2,6.56,8.335,74,11.0014,0,2,2
1/8/2011 7:00,168,1,7,1,0,0,2,6.56,9.09,74,7.0015,1,8,9
1/8/2011 8:00,169,1,7,1,0,0,3,6.56,9.09,93,7.0015,0,15,15
1/8/2011 9:00,170,1,7,1,0,0,3,6.56,9.09,93,7.0015,0,20,20
1/8/2011 10:00,171,1,7,1,0,0,2,7.38,9.85,80,11.0014,5,56,61
1/8/2011 11:00,172,1,7,1,0,0,2,8.2,9.09,69,26.0027,2,60,62
1/8/2011 12:00,173,1,7,1,0,0,2,8.2,9.09,59,23.9994,8,90,98
1/8/2011 13:00,174,1,7,1,0,0,1,8.2,9.09,44,22.0028,7,95,102
1/8/2011 14:00,175,1,7,1,0,0,1,8.2,8.335,32,32.9975,12,83,95
1/8/2011 15:00,176,1,7,1,0,0,1,8.2,8.335,32,30.0026,5,69,74
1/8/2011 16:00,177,1,7,1,0,0,1,7.38,6.82,29,30.0026,8,68,76
1/8/2011 17:00,178,1,7,1,0,0,1,6.56,6.06,37,36.9974,5,64,69
1/8/2011 18:00,179,1,7,1,0,0,1,5.74,6.06,39,19.9995,3,52,55
1/8/2011 19:00,180,1,7,1,0,0,1,5.74,6.06,36,16.9979,4,26,30
1/8/2011 20:00,181,1,7,1,0,0,1,4.92,6.06,36,16.9979,0,28,28
1/8/2011 21:00,182,1,7,1,0,0,1,4.92,5.305,39,23.9994,2,35,37
1/8/2011 22:00,183,1,7,1,0,0,1,4.92,5.305,36,26.0027,1,33,34
1/8/2011 23:00,184,1,7,1,0,0,1,4.1,3.03,39,30.0026,0,22,22
1/9/2011 0:00,185,1,1,1,0,0,1,4.1,3.79,42,26.0027,1,24,25
1/9/2011 1:00,186,1,1,1,0,0,1,4.1,3.03,42,31.0009,0,12,12
1/9/2011 2:00,187,1,1,1,0,0,1,4.1,3.03,46,31.0009,0,11,11
1/9/2011 3:00,188,1,1,1,0,0,1,4.1,3.79,46,27.9993,0,4,4
1/9/2011 4:00,189,1,1,1,0,0,1,3.28,4.545,53,12.998,0,1,1
1/9/2011 5:00,190,1,1,1,0,0,1,3.28,4.545,53,12.998,0,1,1
1/9/2011 6:00,191,1,1,1,0,0,1,4.1,4.545,49,19.0012,0,1,1
1/9/2011 7:00,192,1,1,1,0,0,1,3.28,4.545,53,12.998,1,5,6
1/9/2011 8:00,193,1,1,1,0,0,1,4.1,4.545,49,19.0012,0,10,10
1/9/2011 9:00,194,1,1,1,0,0,1,4.92,3.79,46,35.0008,0,19,19
1/9/2011 10:00,195,1,1,1,0,0,1,5.74,5.305,43,26.0027,0,49,49
1/9/2011 11:00,196,1,1,1,0,0,1,6.56,6.06,40,35.0008,2,47,49
1/9/2011 12:00,197,1,1,1,0,0,1,7.38,6.82,37,30.0026,4,79,83
1/9/2011 13:00,198,1,1,1,0,0,1,8.2,8.335,34,30.0026,6,69,75
1/9/2011 14:00,199,1,1,1,0,0,1,9.02,9.09,32,31.0009,8,64,72
1/9/2011 15:00,200,1,1,1,0,0,1,9.02,9.85,35,23.9994,5,77,82
1/9/2011 16:00,201,1,1,1,0,0,1,8.2,8.335,34,30.0026,13,79,92
1/9/2011 17:00,202,1,1,1,0,0,1,7.38,7.575,37,26.0027,3,59,62
1/9/2011 18:00,203,1,1,1,0,0,1,6.56,6.82,40,22.0028,4,44,48
1/9/2011 19:00,204,1,1,1,0,0,1,6.56,6.82,43,22.0028,1,40,41
1/9/2011 20:00,205,1,1,1,0,0,1,5.74,6.06,46,16.9979,0,38,38
1/9/2011 21:00,206,1,1,1,0,0,1,5.74,5.305,46,27.9993,1,19,20
1/9/2011 22:00,207,1,1,1,0,0,1,5.74,6.06,46,19.9995,5,10,15
1/9/2011 23:00,208,1,1,1,0,0,1,4.92,6.82,50,12.998,0,6,6
1/10/2011 0:00,209,1,2,1,0,1,1,4.92,6.06,50,19.0012,2,3,5
1/10/2011 1:00,210,1,2,1,0,1,1,4.92,6.06,50,19.0012,1,0,1
1/10/2011 2:00,211,1,2,1,0,1,1,4.92,6.06,50,15.0013,0,3,3
1/10/2011 3:00,212,1,2,1,0,1,1,4.92,6.06,50,15.0013,0,1,1
1/10/2011 4:00,213,1,2,1,0,1,1,4.1,6.06,54,8.9981,1,2,3
1/10/2011 5:00,214,1,2,1,0,1,1,4.1,5.305,54,16.9979,0,3,3
1/10/2011 6:00,215,1,2,1,0,1,1,4.92,6.06,50,19.0012,0,31,31
1/10/2011 7:00,216,1,2,1,0,1,1,4.92,6.06,50,15.0013,2,75,77
1/10/2011 8:00,217,1,2,1,0,1,2,4.92,6.06,50,19.0012,4,184,188
1/10/2011 9:00,218,1,2,1,0,1,2,5.74,6.06,50,16.9979,2,92,94
1/10/2011 10:00,219,1,2,1,0,1,2,5.74,6.06,50,19.9995,0,31,31
1/10/2011 11:00,220,1,2,1,0,1,2,6.56,6.82,47,19.0012,2,28,30
1/10/2011 12:00,221,1,2,1,0,1,2,8.2,9.09,40,19.0012,5,47,52
1/10/2011 13:00,222,1,2,1,0,1,2,8.2,9.09,40,19.0012,4,50,54
1/10/2011 14:00,223,1,2,1,0,1,2,8.2,9.85,40,15.0013,0,47,47
1/10/2011 15:00,224,1,2,1,0,1,2,8.2,9.85,40,15.0013,2,43,45
1/10/2011 16:00,225,1,2,1,0,1,1,8.2,10.605,40,8.9981,4,70,74
1/10/2011 17:00,226,1,2,1,0,1,1,8.2,11.365,40,7.0015,4,174,178
1/10/2011 18:00,227,1,2,1,0,1,1,8.2,9.85,40,15.0013,1,154,155
1/10/2011 19:00,228,1,2,1,0,1,1,6.56,8.335,47,11.0014,3,92,95
1/10/2011 20:00,229,1,2,1,0,1,1,6.56,8.335,50,11.0014,1,73,74
1/10/2011 21:00,230,1,2,1,0,1,1,5.74,6.82,59,12.998,1,37,38
1/10/2011 22:00,231,1,2,1,0,1,1,5.74,7.575,59,11.0014,2,22,24
1/10/2011 23:00,232,1,2,1,0,1,1,5.74,7.575,59,11.0014,0,18,18
1/11/2011 0:00,233,1,3,1,0,1,1,5.74,8.335,59,7.0015,2,10,12
1/11/2011 1:00,234,1,3,1,0,1,1,5.74,7.575,59,11.0014,0,3,3
1/11/2011 2:00,235,1,3,1,0,1,2,6.56,7.575,55,12.998,0,3,3
1/11/2011 5:00,236,1,3,1,0,1,2,6.56,9.09,55,8.9981,0,6,6
1/11/2011 6:00,237,1,3,1,0,1,2,6.56,9.09,55,8.9981,0,27,27
1/11/2011 7:00,238,1,3,1,0,1,2,6.56,11.365,55,0,2,97,99
1/11/2011 8:00,239,1,3,1,0,1,2,7.38,10.605,51,6.0032,3,214,217
1/11/2011 9:00,240,1,3,1,0,1,2,7.38,9.85,51,11.0014,3,127,130
1/11/2011 10:00,241,1,3,1,0,1,2,8.2,10.605,51,11.0014,3,51,54
1/11/2011 11:00,242,1,3,1,0,1,2,8.2,10.605,47,8.9981,4,31,35
1/11/2011 12:00,243,1,3,1,0,1,2,8.2,11.365,51,7.0015,2,55,57
1/11/2011 13:00,244,1,3,1,0,1,2,8.2,11.365,59,6.0032,6,46,52
1/11/2011 14:00,245,1,3,1,0,1,2,8.2,11.365,59,6.0032,3,60,63
1/11/2011 15:00,246,1,3,1,0,1,2,6.56,9.85,80,6.0032,2,45,47
1/11/2011 16:00,247,1,3,1,0,1,2,6.56,7.575,86,15.0013,4,72,76
1/11/2011 17:00,248,1,3,1,0,1,2,6.56,7.575,86,15.0013,6,130,136
1/11/2011 18:00,249,1,3,1,0,1,3,6.56,9.09,93,7.0015,1,94,95
1/11/2011 19:00,250,1,3,1,0,1,3,6.56,11.365,93,0,0,51,51
1/11/2011 20:00,251,1,3,1,0,1,3,6.56,7.575,93,12.998,0,32,32
1/11/2011 21:00,252,1,3,1,0,1,3,6.56,9.85,86,6.0032,0,20,20
1/11/2011 22:00,253,1,3,1,0,1,3,6.56,9.09,93,7.0015,1,28,29
1/11/2011 23:00,254,1,3,1,0,1,3,6.56,9.85,93,6.0032,1,18,19
1/12/2011 0:00,255,1,4,1,0,1,2,6.56,9.85,86,6.0032,0,7,7
1/12/2011 1:00,256,1,4,1,0,1,2,6.56,9.09,86,7.0015,0,6,6
1/12/2011 2:00,257,1,4,1,0,1,1,5.74,7.575,86,8.9981,0,1,1
1/12/2011 5:00,258,1,4,1,0,1,1,5.74,7.575,86,11.0014,0,5,5
1/12/2011 6:00,259,1,4,1,0,1,1,4.92,7.575,93,8.9981,0,16,16
1/12/2011 7:00,260,1,4,1,0,1,1,5.74,7.575,69,8.9981,0,54,54
1/12/2011 8:00,261,1,4,1,0,1,1,6.56,8.335,59,11.0014,3,125,128
1/12/2011 9:00,262,1,4,1,0,1,1,6.56,6.82,59,22.0028,3,78,81
1/12/2011 10:00,263,1,4,1,0,1,1,7.38,9.09,55,15.0013,0,39,39
1/12/2011 11:00,264,1,4,1,0,1,1,8.2,9.09,51,26.0027,3,32,35
1/12/2011 12:00,265,1,4,1,0,1,1,8.2,7.575,47,39.0007,3,52,55
1/12/2011 13:00,266,1,4,1,0,1,1,9.02,9.85,44,23.9994,0,49,49
1/12/2011 14:00,267,1,4,1,0,1,1,8.2,9.09,47,22.0028,0,44,44
1/12/2011 15:00,268,1,4,1,0,1,1,8.2,8.335,47,27.9993,1,48,49
1/12/2011 16:00,269,1,4,1,0,1,1,9.02,9.85,44,22.0028,5,63,68
1/12/2011 17:00,270,1,4,1,0,1,1,8.2,9.09,47,23.9994,0,139,139
1/12/2011 18:00,271,1,4,1,0,1,1,8.2,7.575,47,35.0008,2,135,137
1/12/2011 19:00,272,1,4,1,0,1,1,7.38,7.575,47,27.9993,1,82,83
1/12/2011 20:00,273,1,4,1,0,1,1,6.56,6.82,50,22.0028,2,54,56
1/12/2011 21:00,274,1,4,1,0,1,1,6.56,6.82,55,22.0028,0,57,57
1/12/2011 22:00,275,1,4,1,0,1,1,6.56,6.06,55,30.0026,1,32,33
1/12/2011 23:00,276,1,4,1,0,1,1,5.74,5.305,59,27.9993,1,19,20
1/13/2011 0:00,277,1,5,1,0,1,1,5.74,6.06,59,19.0012,1,6,7
1/13/2011 1:00,278,1,5,1,0,1,1,5.74,6.06,50,19.0012,0,2,2
1/13/2011 2:00,279,1,5,1,0,1,1,5.74,6.06,50,23.9994,0,2,2
1/13/2011 3:00,280,1,5,1,0,1,1,5.74,6.06,50,22.0028,0,3,3
1/13/2011 4:00,281,1,5,1,0,1,1,5.74,6.06,50,16.9979,0,4,4
1/13/2011 5:00,282,1,5,1,0,1,1,5.74,6.06,50,19.9995,0,3,3
1/13/2011 6:00,283,1,5,1,0,1,1,4.92,7.575,54,8.9981,0,28,28
1/13/2011 7:00,284,1,5,1,0,1,1,4.92,7.575,54,8.9981,0,72,72
1/13/2011 8:00,285,1,5,1,0,1,1,5.74,6.82,50,12.998,5,197,202
1/13/2011 9:00,286,1,5,1,0,1,1,5.74,6.06,50,22.0028,2,137,139
1/13/2011 10:00,287,1,5,1,0,1,2,6.56,6.82,50,23.9994,2,36,38
1/13/2011 11:00,288,1,5,1,0,1,2,8.2,8.335,44,30.0026,4,33,37
1/13/2011 12:00,289,1,5,1,0,1,1,8.2,8.335,44,27.9993,3,49,52
1/13/2011 13:00,290,1,5,1,0,1,1,9.02,9.85,41,30.0026,2,81,83
1/13/2011 14:00,291,1,5,1,0,1,1,9.02,9.85,41,26.0027,3,39,42
1/13/2011 15:00,292,1,5,1,0,1,1,9.84,10.605,38,19.9995,5,55,60
1/13/2011 16:00,293,1,5,1,0,1,1,9.84,10.605,38,23.9994,2,76,78
1/13/2011 17:00,294,1,5,1,0,1,1,8.2,9.09,40,19.0012,4,158,162
1/13/2011 18:00,295,1,5,1,0,1,1,8.2,9.09,40,22.0028,3,141,144
1/13/2011 19:00,296,1,5,1,0,1,1,6.56,7.575,47,16.9979,1,98,99
1/13/2011 20:00,297,1,5,1,0,1,1,6.56,7.575,47,15.0013,0,64,64
1/13/2011 21:00,298,1,5,1,0,1,1,5.74,6.06,46,19.9995,0,40,40
1/13/2011 22:00,299,1,5,1,0,1,1,5.74,6.06,46,22.0028,0,30,30
1/13/2011 23:00,300,1,5,1,0,1,1,4.92,6.82,50,12.998,1,14,15
1/14/2011 0:00,301,1,6,1,0,1,1,4.92,6.82,50,12.998,0,14,14
1/14/2011 1:00,302,1,6,1,0,1,1,4.1,6.06,54,11.0014,0,5,5
1/14/2011 2:00,303,1,6,1,0,1,1,4.1,6.06,54,8.9981,0,1,1
